c,r,A,orbit,valuations,min_orbit,primitive_period,essential
499,10,16,"[7085,10877,16565,25097,37895,14273,21659,16369,24803,18727]","[1,1,1,1,3,1,2,1,2,3]",7085,10,True
499,10,16,"[7109,10913,16619,12589,19133,28949,43673,65759,12361,18791]","[1,1,2,1,1,1,1,4,1,3]",7109,10,True
499,10,16,"[7117,10925,16637,25205,38057,57335,21563,16297,24695,9323]","[1,1,1,1,1,3,2,1,3,2]",7117,10,True
499,10,16,"[7201,11051,8413,12869,19553,29579,22309,33713,50819,38239]","[1,2,1,1,1,2,1,1,2,4]",7201,10,True
499,10,16,"[7261,11141,16961,25691,19393,29339,22129,33443,25207,9515]","[1,1,1,2,1,2,1,2,3,2]",7261,10,True
499,10,16,"[7517,11525,17537,26555,20041,30311,11429,17393,26339,19879]","[1,1,1,2,1,3,1,1,2,3]",7517,10,True
499,10,16,"[7525,11537,17555,13291,10093,15389,23333,35249,53123,39967]","[1,1,2,2,1,1,1,1,2,4]",7525,10,True
499,10,16,"[7585,11627,8845,13517,20525,31037,46805,70457,105935,9947]","[1,2,1,1,1,1,1,1,5,2]",7585,10,True
499,10,16,"[7789,11933,18149,27473,41459,31219,23539,17779,13459,10219]","[1,1,1,1,2,2,2,2,2,2]",7789,10,True
499,10,16,"[7841,12011,9133,13949,21173,32009,48263,18161,27491,20743]","[1,2,1,1,1,1,3,1,2,3]",7841,10,True
499,10,16,"[7901,12101,18401,27851,21013,31769,47903,9013,13769,20903]","[1,1,1,2,1,1,4,1,1,3]",7901,10,True
499,10,16,"[8225,12587,9565,14597,22145,33467,25225,38087,14345,21767]","[1,2,1,1,1,2,1,3,1,3]",8225,10,True
499,10,16,"[8513,13019,9889,15083,11437,17405,26357,39785,59927,22535]","[1,2,1,2,1,1,1,1,3,3]",8513,10,True
499,10,16,"[8545,13067,9925,15137,22955,17341,26261,39641,59711,11227]","[1,2,1,1,2,1,1,1,4,2]",8545,10,True
499,10,16,"[8549,13073,19859,15019,11389,17333,26249,39623,14921,22631]","[1,1,2,2,1,1,1,3,1,3]",8549,10,True
499,10,16,"[8581,13121,19931,15073,22859,17269,26153,39479,14867,11275]","[1,1,2,1,2,1,1,3,2,2]",8581,10,True
499,10,16,"[8737,13355,10141,15461,23441,35411,26683,20137,30455,11483]","[1,2,1,1,1,2,2,1,3,2]",8737,10,True
499,10,16,"[8797,13445,20417,30875,23281,35171,26503,10001,15251,11563]","[1,1,1,2,1,2,3,1,2,2]",8797,10,True
499,10,16,"[8837,13505,20507,15505,23507,17755,13441,20411,15433,23399]","[1,1,2,1,2,2,1,2,1,3]",8837,10,True
499,10,16,"[9061,13841,21011,15883,12037,18305,27707,20905,31607,11915]","[1,1,2,2,1,1,2,1,3,2]",9061,10,True
499,10,16,"[9085,13877,21065,31847,12005,18257,27635,20851,15763,11947]","[1,1,1,3,1,1,2,2,2,2]",9085,10,True
499,10,16,"[9445,14417,21875,16531,12523,9517,14525,22037,33305,50207]","[1,1,2,2,2,1,1,1,1,4]",9445,10,True
499,10,16,"[10433,15899,12049,18323,13867,10525,16037,24305,36707,27655]","[1,2,1,2,2,1,1,1,2,3]",10433,10,True
499,10,16,"[10465,15947,12085,18377,27815,10493,15989,24233,36599,13787]","[1,2,1,1,3,1,1,1,3,2]",10465,10,True
499,10,16,"[10817,16475,12481,18971,14353,21779,16459,12469,18953,28679]","[1,2,1,2,1,2,2,1,1,3]",10817,10,True
499,10,16,"[10849,16523,12517,19025,28787,21715,16411,12433,18899,14299]","[1,2,1,1,2,2,2,1,2,2]",10849,10,True
503,2,9,"[5,259]","[1,8]",5,2,True
503,2,9,"[7,131]","[2,7]",7,2,True
503,2,9,"[11,67]","[3,6]",11,2,True
503,2,9,"[19,35]","[4,5]",19,2,True
505,6,14,"[49,163,497,499,1001,877]","[2,1,2,1,2,6]",49,6,True
505,6,14,"[59,341,191,539,1061,461]","[1,3,1,1,3,5]",59,6,True
505,6,14,"[79,371,809,733,169,253]","[1,1,2,4,2,4]",79,6,True
505,6,14,"[91,389,209,283,677,317]","[1,3,2,1,3,4]",91,6,True
505,6,14,"[113,211,569,553,541,133]","[2,1,2,2,4,3]",113,6,True
509,1,9,[1],[9],1,1,True
511,12,27,"[23,145,473,965,1703,1405,2363,475,121,437,911,811]","[2,1,1,1,2,1,4,4,1,1,2,7]",23,12,True
511,12,27,"[103,205,563,275,167,253,635,151,241,617,1181,2027]","[2,1,3,3,2,1,4,2,1,1,1,6]",103,12,True
517,8,14,"[379,827,1499,2507,4019,6287,9689,1849]","[1,1,1,1,1,1,4,4]",379,8,True
517,8,14,"[427,899,1607,2669,2131,3455,5441,2105]","[1,1,1,2,1,1,3,4]",427,8,True
517,8,14,"[443,923,1643,2723,4343,6773,5209,1009]","[1,1,1,1,1,2,4,3]",443,8,True
517,8,14,"[515,1031,1805,1483,2483,3983,6233,1201]","[1,1,2,1,1,1,4,3]",515,8,True
517,8,14,"[523,1043,1823,2993,1187,2039,3317,2617]","[1,1,1,3,1,1,2,4]",523,8,True
517,8,14,"[571,1115,1931,3155,4991,7745,2969,589]","[1,1,1,1,1,3,4,2]",571,8,True
517,8,14,"[643,1223,2093,1699,2807,4469,3481,685]","[1,1,2,1,1,2,4,2]",643,8,True
517,8,14,"[787,1439,2417,971,1715,2831,4505,877]","[1,1,3,1,1,1,4,2]",787,8,True
517,8,14,"[871,1565,1303,2213,1789,1471,2465,989]","[1,2,1,2,2,1,3,2]",871,8,True
533,8,20,"[59,355,799,1465,77,191,553,137]","[1,1,1,6,2,1,4,4]",59,8,True
539,6,18,"[19,149,493,1009,1783,23]","[2,1,1,1,8,5]",19,6,True
539,6,18,"[31,79,97,415,223,151]","[3,3,1,3,3,5]",31,6,True
545,12,28,"[31,319,751,1399,2371,3829,47,343,787,1453,613,149]","[1,1,1,1,1,8,1,1,1,3,4,5]",31,12,True
545,12,28,"[49,173,133,59,361,407,883,1597,667,1273,1091,1909]","[2,3,4,1,2,1,1,3,1,2,1,7]",49,12,True
551,10,22,"[101,427,229,619,301,727,683,325,763,355]","[1,3,1,3,1,2,3,1,3,4]",101,10,True
553,6,21,"[1,139,485,251,653,157]","[2,1,3,1,4,10]",1,6,True
557,9,23,"[17,19,307,739,1387,2359,3817,1501,1265]","[5,1,1,1,1,1,3,2,8]",17,9,True
557,9,23,"[23,313,187,559,1117,977,109,221,305]","[1,3,1,1,2,5,2,2,6]",23,9,True
557,9,23,"[47,349,401,55,361,205,293,359,817]","[1,2,5,1,3,2,2,1,6]",47,9,True
577,7,15,"[47,359,827,1529,1291,2225,1813]","[1,1,1,2,1,2,7]",47,7,True
577,7,15,"[79,407,899,1637,343,803,1493]","[1,1,1,4,1,1,6]",79,7,True
577,7,15,"[91,425,463,983,1763,2933,293]","[1,2,1,1,1,5,4]",91,7,True
577,7,15,"[107,449,481,505,523,1073,949]","[1,2,2,2,1,2,5]",107,7,True
577,7,15,"[151,515,1061,235,641,625,613]","[1,1,4,1,2,2,4]",151,7,True
577,7,15,"[155,521,535,1091,1925,397,221]","[1,2,1,1,4,3,3]",155,7,True
577,7,15,"[217,307,749,353,409,451,965]","[2,1,3,2,2,1,4]",217,7,True
593,8,18,"[23,331,793,743,1411,2413,979,1765]","[1,1,2,1,1,3,1,8]",23,8,True
593,8,18,"[77,103,451,973,439,955,1729,1445]","[3,1,1,3,1,1,2,6]",77,8,True
601,3,16,"[5,77,13]","[3,6,7]",5,3,True
601,9,23,"[7,311,767,1451,2477,251,677,329,397]","[1,1,1,1,5,1,3,2,8]",7,9,True
601,9,23,"[31,347,821,383,875,1613,85,107,461]","[1,1,3,1,1,6,3,1,6]",31,9,True
607,12,27,"[13,323,197,599,601,1205,2111,1735,1453,2483,1007,907]","[1,3,1,2,1,1,2,2,1,3,2,8]",13,12,True
607,12,27,"[23,169,557,1139,503,529,1097,1949,3227,643,317,779]","[2,1,1,3,2,1,1,1,4,3,1,7]",23,12,True
607,12,27,"[25,341,815,763,181,575,583,589,1187,521,1085,1931]","[1,1,2,4,1,2,2,1,3,1,1,8]",25,12,True
607,12,27,"[65,401,905,1661,2795,281,725,1391,1195,131,125,491]","[1,1,1,1,5,1,1,2,5,3,1,5]",65,12,True
607,12,27,"[85,431,475,127,247,337,809,1517,2579,1043,467,251]","[1,2,4,2,2,1,1,1,3,3,3,4]",85,12,True
613,11,30,"[5,157,271,713,43,371,863,1601,677,661,649]","[2,2,1,6,1,1,1,3,2,2,9]",5,11,True
613,11,30,"[11,323,791,1493,1273,277,361,53,193,149,265]","[1,1,1,2,4,2,5,2,3,2,7]",11,11,True
629,8,28,"[1,79,433,241,169,71,421,473]","[3,1,3,3,4,1,2,11]",1,8,True
643,5,19,"[1,323,403,463,127]","[1,2,2,4,10]",1,5,True
643,5,19,"[7,83,223,41,383]","[3,2,5,1,8]",7,5,True
667,9,17,"[181,605,1241,2195,1813,3053,4913,7703,743]","[1,1,1,2,1,1,1,5,4]",181,9,True
667,9,17,"[211,325,821,1565,2681,4355,3433,5483,4279]","[2,1,1,1,1,2,1,2,6]",211,9,True
667,9,17,"[221,665,1331,1165,2081,3455,1379,1201,2135]","[1,1,2,1,1,3,2,1,5]",221,9,True
667,9,17,"[275,373,893,1673,2843,2299,1891,1585,2711]","[2,1,1,1,2,2,2,1,5]",275,9,True
667,9,17,"[281,755,733,1433,2483,2029,3377,5399,527]","[1,2,1,1,2,1,1,5,3]",281,9,True
667,9,17,"[293,773,1493,2573,4193,6623,2567,523,559]","[1,1,1,1,1,3,4,2,3]",293,9,True
667,9,17,"[329,827,787,757,1469,2537,4139,3271,655]","[1,2,2,1,1,1,2,4,3]",329,9,True
667,9,17,"[443,499,541,1145,2051,1705,2891,2335,959]","[2,2,1,1,2,1,2,3,3]",443,9,True
667,9,17,"[569,1187,1057,1919,803,769,1487,641,1295]","[1,2,1,3,2,1,3,1,3]",569,9,True
667,9,17,"[635,643,649,1307,1147,1027,937,1739,1471]","[2,2,1,2,2,2,1,2,3]",635,9,True
673,7,22,"[1,169,295,779,1505,1297,1141]","[2,2,1,1,2,2,12]",1,7,True
673,7,22,"[13,89,235,689,685,341,53]","[3,2,1,2,3,5,6]",13,7,True
679,6,18,"[23,187,155,143,277,755]","[2,3,3,2,1,7]",23,6,True
697,8,20,"[7,359,887,1679,2867,4649,3661,365]","[1,1,1,1,1,2,5,8]",7,8,True
697,8,20,"[25,193,319,827,1589,683,1373,301]","[2,2,1,1,3,1,4,6]",25,8,True
697,8,20,"[47,419,977,907,1709,91,485,269]","[1,1,2,1,6,1,3,5]",47,8,True
697,8,20,"[67,449,511,1115,2021,845,101,125]","[1,2,1,1,3,5,3,4]",67,8,True
745,7,17,"[19,401,487,1103,2027,3413,1373]","[1,2,1,1,1,3,8]",19,7,True
745,7,17,"[31,419,1001,937,889,853,413]","[1,1,2,2,2,3,6]",31,7,True
745,7,17,"[47,443,1037,241,367,923,1757]","[1,1,4,2,1,1,7]",47,7,True
745,7,17,"[49,223,707,1433,1261,283,797]","[2,1,1,2,4,1,6]",49,7,True
745,7,17,"[71,479,1091,2009,1693,91,509]","[1,1,1,2,6,1,5]",71,7,True
745,7,17,"[97,259,761,757,377,469,269]","[2,1,2,3,2,3,4]",97,7,True
745,7,17,"[101,131,569,613,323,857,829]","[3,1,2,3,1,2,5]",101,7,True
745,7,17,"[107,533,293,203,677,347,893]","[1,3,3,1,3,1,5]",107,7,True
745,7,17,"[121,277,197,167,623,1307,2333]","[2,3,3,1,1,1,6]",121,7,True
745,7,17,"[169,313,421,251,749,187,653]","[2,2,3,1,4,1,4]",169,7,True
755,10,18,"[389,961,1819,1553,2707,2219,1853,3157,5113,8047]","[1,1,2,1,2,2,1,1,1,6]",389,10,True
755,10,18,"[413,997,1873,3187,2579,2123,1781,3049,4951,1951]","[1,1,1,2,2,2,1,1,3,4]",413,10,True
755,10,18,"[637,1333,2377,3943,1573,2737,4483,3551,713,1447]","[1,1,1,3,1,1,2,4,1,3]",637,10,True
755,10,18,"[737,1483,1301,2329,3871,773,1537,2683,2201,3679]","[1,2,1,1,4,1,1,2,1,4]",737,10,True
755,10,18,"[833,1627,1409,2491,2057,3463,1393,2467,2039,859]","[1,2,1,2,1,3,1,2,3,2]",833,10,True
755,10,18,"[869,1681,2899,2363,1961,3319,1339,1193,2167,907]","[1,1,2,2,1,3,2,1,3,2]",869,10,True
779,12,30,"[5,397,985,1867,1595,1391,619,659,689,1423,631,167]","[1,1,1,2,2,3,2,2,1,3,4,8]",5,12,True
779,12,30,"[17,415,253,769,1543,169,643,677,1405,2497,4135,103]","[1,3,1,1,5,1,2,1,1,1,7,6]",17,12,True
779,12,30,"[29,433,1039,487,35,221,721,1471,649,1363,1217,2215]","[1,1,3,6,2,1,1,3,1,2,1,8]",29,12,True
781,5,10,"[211,707,1451,2567,4241]","[1,1,1,1,6]",211,5,True
781,5,10,"[227,731,1487,2621,2161]","[1,1,1,2,5]",227,5,True
781,5,10,"[251,767,1541,1351,2417]","[1,1,2,1,5]",251,5,True
781,5,10,"[259,779,1559,2729,1121]","[1,1,1,3,4]",259,5,True
781,5,10,"[283,815,1613,1405,1249]","[1,1,2,2,4]",283,5,True
781,5,10,"[287,821,811,1607,2801]","[1,2,1,1,5]",287,5,True
781,5,10,"[323,875,1703,2945,601]","[1,1,1,4,3]",323,5,True
781,5,10,"[331,887,1721,743,1505]","[1,1,3,1,4]",331,5,True
781,5,10,"[347,911,1757,1513,665]","[1,1,2,3,3]",347,5,True
781,5,10,"[367,941,901,871,1697]","[1,2,2,1,4]",367,5,True
781,5,10,"[373,475,1103,2045,1729]","[2,1,1,2,4]",373,5,True
781,5,10,"[383,965,919,1769,761]","[1,2,1,3,3]",383,5,True
781,5,10,"[395,983,1865,797,793]","[1,1,3,2,3]",395,5,True
781,5,10,"[421,511,1157,1063,1985]","[2,1,2,1,4]",421,5,True
781,5,10,"[431,1037,973,925,889]","[1,2,2,2,3]",431,5,True
781,5,10,"[437,523,1175,2153,905]","[2,1,1,3,3]",437,5,True
781,5,10,"[439,1049,491,1127,2081]","[1,3,1,1,4]",439,5,True
781,5,10,"[485,559,1229,1117,1033]","[2,1,2,2,3]",485,5,True
781,5,10,"[493,565,619,1319,2369]","[2,2,1,1,4]",493,5,True
781,5,10,"[503,1145,527,1181,1081]","[1,3,1,2,3]",503,5,True
781,5,10,"[557,613,655,1373,1225]","[2,2,1,2,3]",557,5,True
781,5,10,"[581,631,1337,599,1289]","[2,1,3,1,3]",581,5,True
781,5,10,"[653,685,709,727,1481]","[2,2,2,1,3]",653,5,True
781,10,20,"[83,515,1163,2135,3593,1445,1279,2309,1927,3281]","[1,1,1,1,3,2,1,2,1,7]",83,10,True
781,10,20,"[203,695,1433,635,1343,2405,1999,3389,2737,281]","[1,1,3,1,1,2,1,2,5,3]",203,10,True
781,10,20,"[223,725,739,1499,2639,4349,3457,697,359,929]","[1,2,1,1,1,2,4,3,1,4]",223,10,True
781,10,20,"[239,749,757,763,1535,2693,2215,3713,745,377]","[1,2,2,1,1,2,1,4,3,3]",239,10,True
785,12,28,"[11,409,503,1147,2113,1781,383,967,1843,3157,641,677]","[1,2,1,1,2,4,1,1,1,4,2,8]",11,12,True
785,12,28,"[17,209,353,461,271,799,1591,2779,4561,3617,2909,1189]","[2,2,2,3,1,1,1,1,2,2,3,8]",17,12,True
785,12,28,"[43,457,539,1201,1097,1019,1921,1637,89,263,787,1573]","[1,2,1,2,2,1,2,6,2,1,1,7]",43,12,True
785,12,28,"[97,269,199,691,1429,317,217,359,931,1789,769,773]","[2,3,1,1,4,3,2,1,1,3,2,5]",97,12,True
785,12,28,"[113,281,407,1003,1897,1619,2821,289,413,253,193,341]","[2,2,1,1,2,1,5,2,3,3,2,4]",113,12,True
803,4,12,"[13,421,1033,1951]","[1,1,1,9]",13,4,True
803,4,12,"[17,427,521,1183]","[1,2,1,8]",17,4,True
803,4,12,"[25,439,265,799]","[1,3,1,7]",25,4,True
803,4,12,"[35,227,371,479]","[2,2,2,6]",35,4,True
803,4,12,"[37,457,1087,127]","[1,1,5,5]",37,4,True
803,4,12,"[41,463,137,607]","[1,4,1,6]",41,4,True
803,4,12,"[43,233,751,191]","[2,1,4,5]",43,4,True
803,4,12,"[65,499,575,79]","[1,2,5,4]",65,4,True
803,4,12,"[83,263,199,175]","[2,3,3,4]",83,4,True
811,12,26,"[35,229,749,1529,2699,2227,1873,3215,1307,1183,545,1223]","[2,1,1,1,2,2,1,3,2,3,1,7]",35,12,True
811,12,26,"[67,253,785,1583,695,181,677,1421,2537,4211,3361,5447]","[2,1,1,3,4,1,1,1,1,2,1,8]",67,12,True
811,12,26,"[77,521,1187,1093,2045,3473,5615,2207,929,1799,97,551]","[1,1,2,1,1,1,3,3,1,6,1,5]",77,12,True
811,12,26,"[79,131,301,857,1691,1471,653,1385,2483,2065,3503,1415]","[3,2,1,1,2,3,1,1,2,1,3,6]",79,12,True
815,5,19,"[31,227,187,43,59]","[2,3,5,4,5]",31,5,True
817,12,30,"[7,419,1037,491,1145,1063,2003,3413,691,1445,161,325]","[1,1,3,1,2,1,1,4,1,5,2,8]",7,12,True
865,7,17,"[79,551,1259,2321,1957,421,133]","[1,1,1,2,4,4,4]",79,7,True
865,7,17,"[97,289,433,541,311,899,1781]","[2,2,2,3,1,1,6]",97,7,True
893,8,14,"[691,1483,2671,4453,3563,5791,9133,7073]","[1,1,1,2,1,1,2,5]",691,8,True
893,8,14,"[707,1507,2707,4507,7207,11257,4333,3473]","[1,1,1,1,1,3,2,4]",707,8,True
893,8,14,"[739,1555,2779,4615,7369,2875,4759,7585]","[1,1,1,1,3,1,1,5]",739,8,True
893,8,14,"[803,1651,2923,4831,7693,5993,2359,3985]","[1,1,1,1,2,3,1,4]",803,8,True
893,8,14,"[815,1669,1475,2659,4435,7099,11095,17089]","[1,2,1,1,1,1,1,6]",815,8,True
893,8,14,"[1075,2059,3535,5749,4535,7249,1415,2569]","[1,1,1,2,1,4,1,3]",1075,8,True
893,8,14,"[1135,2149,1835,3199,5245,4157,3341,2729]","[1,2,1,1,2,2,2,3]",1135,8,True
893,8,14,"[1163,2191,3733,3023,4981,3959,6385,1253]","[1,1,2,1,2,1,4,2]",1163,8,True
893,8,14,"[1171,2203,3751,6073,2389,2015,3469,2825]","[1,1,1,3,2,1,2,3]",1171,8,True
893,8,14,"[1199,2245,1907,3307,5407,8557,6641,1301]","[1,2,1,1,1,2,4,2]",1199,8,True
893,8,14,"[1243,2311,3913,1579,2815,4669,3725,3017]","[1,1,3,1,1,2,2,3]",1243,8,True
893,8,14,"[1291,2383,4021,3239,5305,2101,1799,3145]","[1,1,2,1,3,2,1,3]",1291,8,True
893,8,14,"[1343,2461,2069,1775,3109,2555,4279,6865]","[1,2,2,1,2,1,1,4]",1343,8,True
893,8,14,"[1379,2515,4219,6775,10609,2045,1757,1541]","[1,1,1,1,4,2,2,2]",1379,8,True
893,8,14,"[1451,2623,4381,3509,2855,4729,1885,1637]","[1,1,2,2,1,3,2,2]",1451,8,True
893,8,14,"[1471,2653,2213,1883,3271,5353,2119,3625]","[1,2,2,1,1,3,1,3]",1471,8,True
925,12,24,"[43,527,1253,1171,2219,3791,6149,4843,7727,12053,9271,14369]","[1,1,2,1,1,1,2,1,1,2,1,10]",43,12,True
925,12,24,"[197,379,1031,2009,869,883,1787,3143,5177,2057,887,1793]","[2,1,1,3,2,1,1,1,3,3,1,5]",197,12,True
925,12,24,"[223,797,829,853,871,1769,779,1631,2909,2413,2041,881]","[1,2,2,2,1,3,1,1,2,2,3,4]",223,12,True
925,12,24,"[287,893,901,907,1823,3197,2629,2203,3767,6113,301,457]","[1,2,2,1,1,2,2,1,1,6,2,3]",287,12,True
925,12,24,"[359,1001,491,1199,2261,1927,3353,1373,1261,1177,557,649]","[1,3,1,1,2,1,3,2,2,3,2,3]",359,12,True
925,12,24,"[413,541,637,709,763,1607,2873,1193,563,1307,2423,4097]","[2,2,2,2,1,1,3,3,1,1,1,5]",413,12,True
943,4,10,"[65,569,1325,2459]","[1,1,1,7]",65,4,True
943,4,10,"[73,581,1343,1243]","[1,1,2,6]",73,4,True
943,4,10,"[85,599,685,1499]","[1,2,1,6]",85,4,True
943,4,10,"[89,605,1379,635]","[1,1,3,5]",89,4,True
943,4,10,"[101,623,703,763]","[1,2,2,5]",101,4,True
943,4,10,"[103,313,941,1883]","[2,1,1,6]",103,4,True
943,4,10,"[119,325,959,955]","[2,1,2,5]",119,4,True
943,4,10,"[121,653,1451,331]","[1,1,4,4]",121,4,True
943,4,10,"[125,659,365,1019]","[1,3,1,5]",125,4,True
943,4,10,"[133,671,739,395]","[1,2,3,4]",133,4,True
943,4,10,"[143,343,493,1211]","[2,2,1,5]",143,4,True
943,4,10,"[151,349,995,491]","[2,1,3,4]",151,4,True
943,4,10,"[157,707,383,523]","[1,3,2,4]",157,4,True
943,4,10,"[175,367,511,619]","[2,2,2,4]",175,4,True
943,4,10,"[179,185,749,1595]","[3,1,1,5]",179,4,True
943,4,10,"[197,767,811,211]","[1,2,4,3]",197,4,True
943,4,10,"[215,397,1067,259]","[2,1,4,3]",215,4,True
943,4,10,"[221,803,419,275]","[1,3,3,3]",221,4,True
943,4,10,"[223,403,269,875]","[2,3,1,4]",223,4,True
943,4,10,"[239,415,547,323]","[2,2,3,3]",239,4,True
943,8,20,"[29,515,311,469,1175,1117,2147,923]","[1,3,2,1,2,1,3,7]",29,8,True
943,8,20,"[37,527,631,709,1535,1387,319,475]","[1,2,2,1,2,4,2,6]",37,8,True
943,8,20,"[79,295,457,1157,2207,1891,827,107]","[2,2,1,1,2,3,5,4]",79,8,True
943,12,30,"[7,241,833,1721,3053,5051,503,613,1391,1279,1195,283]","[2,1,1,1,1,5,2,1,2,2,4,8]",7,12,True
955,11,29,"[11,247,53,557,1313,2447,1037,2033,3527,721,1559]","[2,5,1,1,1,3,1,1,4,1,9]",11,11,True
955,11,29,"[13,497,1223,289,911,461,1169,2231,239,209,791]","[1,1,4,1,3,1,1,5,3,1,8]",13,11,True
959,4,14,"[5,487,605,1387]","[1,2,1,10]",5,4,True
959,4,14,"[13,499,307,235]","[1,3,3,7]",13,4,True
959,4,14,"[19,127,335,491]","[3,2,2,7]",19,4,True
959,4,14,"[29,523,79,299]","[1,5,2,6]",29,4,True
965,12,24,"[109,323,967,1933,1691,3019,5011,7999,12481,4801,1921,841]","[2,1,1,2,1,1,1,1,3,3,3,5]",109,12,True
965,12,24,"[131,679,1501,1367,2533,2141,1847,3253,2681,563,1327,2473]","[1,1,2,1,2,2,1,2,4,1,1,6]",131,12,True
965,12,24,"[163,727,1573,1421,1307,2443,4147,6703,10537,509,623,1417]","[1,1,2,2,1,1,1,1,6,2,1,5]",163,12,True
965,12,24,"[343,997,989,983,1957,1709,1523,2767,4633,929,469,593]","[1,2,2,1,2,2,1,1,4,3,2,3]",343,12,True
965,12,24,"[613,701,767,1633,733,791,1669,1493,1361,631,1429,1313]","[2,2,1,3,2,1,2,2,3,1,2,3]",613,12,True
967,10,27,"[13,503,619,353,1013,2003,109,647,727,787]","[1,2,3,1,1,6,1,2,2,8]",13,10,True
967,10,27,"[47,277,899,229,827,431,565,1331,155,179]","[2,1,4,1,3,2,1,5,3,5]",47,10,True
967,10,27,"[55,283,227,103,319,481,1205,2291,245,851]","[2,3,4,2,2,1,1,5,1,6]",55,10,True
989,12,30,"[37,275,907,1855,3277,2705,569,337,125,341,503,1249]","[2,1,1,1,2,4,3,4,2,2,1,7]",37,12,True
989,12,30,"[73,151,721,197,395,1087,2125,1841,407,1105,269,449]","[3,1,4,2,1,1,2,4,1,4,2,5]",73,12,True
997,3,10,"[19,527,1289]","[1,1,8]",19,3,True
997,3,10,"[23,533,649]","[1,2,7]",23,3,True
997,3,10,"[29,271,905]","[2,1,7]",29,3,True
997,3,10,"[31,545,329]","[1,3,6]",31,3,True
997,3,10,"[37,277,457]","[2,2,6]",37,3,True
997,3,10,"[47,569,169]","[1,4,5]",47,3,True
997,3,10,"[49,143,713]","[3,1,6]",49,3,True
997,3,10,"[53,289,233]","[2,3,5]",53,3,True
997,3,10,"[65,149,361]","[3,2,5]",65,3,True
997,3,10,"[79,617,89]","[1,5,4]",79,3,True
997,3,10,"[85,313,121]","[2,4,4]",85,3,True
997,3,10,"[97,161,185]","[3,3,4]",97,3,True
1007,4,16,"[1,505,1261,2395]","[1,1,1,13]",1,4,True
1007,4,16,"[5,511,635,91]","[1,2,5,8]",5,4,True
1015,2,10,"[11,131]","[3,7]",11,2,True
1015,2,10,"[19,67]","[4,6]",19,2,True
1021,1,10,[1],[10],1,1,True
1051,6,20,"[7,67,313,995,1009,2039]","[4,2,1,2,1,10]",7,6,True
1051,6,20,"[11,271,233,875,919,119]","[2,3,1,2,5,7]",11,6,True
1051,6,20,"[23,35,289,959,491,631]","[5,2,1,3,2,7]",23,6,True
1067,6,18,"[5,541,1345,2551,545,1351]","[1,1,1,4,1,10]",5,6,True
1067,6,18,"[19,281,955,983,251,455]","[2,1,2,4,2,7]",19,6,True
1067,6,18,"[31,145,751,415,289,967]","[3,1,3,3,1,7]",31,6,True
1067,6,18,"[43,299,491,635,743,103]","[2,2,2,2,5,5]",43,6,True
1097,12,25,"[79,667,1549,359,1087,2179,3817,3137,2627,4489,3641,3005]","[1,1,4,1,1,1,2,2,1,2,2,7]",79,12,True
1097,12,25,"[155,781,215,871,1855,3331,5545,4433,3599,5947,9469,461]","[1,4,1,1,1,1,2,2,1,1,6,4]",155,12,True
1097,12,25,"[175,811,1765,799,1747,3169,2651,4525,917,481,635,1501]","[1,1,3,1,1,2,1,4,3,2,1,5]",175,12,True
1097,12,25,"[235,901,475,1261,305,503,1303,2503,4303,7003,11053,2141]","[1,3,1,4,2,1,1,1,1,1,4,5]",235,12,True
1097,12,25,"[323,1033,1049,1061,535,1351,2575,4411,7165,353,539,1357]","[1,2,2,3,1,1,1,1,6,2,1,4]",323,12,True
1097,12,25,"[427,1189,583,1423,2683,4573,463,1243,2413,521,665,773]","[1,3,1,1,1,5,1,1,4,2,2,3]",427,12,True
1105,8,20,"[23,587,1433,1351,2579,4421,449,613]","[1,1,2,1,1,5,2,7]",23,8,True
1105,8,20,"[31,599,1451,2729,2323,4037,413,293]","[1,1,1,2,1,5,3,6]",31,8,True
1129,3,15,"[1,283,989]","[2,1,12]",1,3,True
1169,2,13,"[1,293]","[2,11]",1,2,True
1169,2,13,"[5,37]","[5,8]",5,2,True
1175,6,22,"[7,299,259,61,679,803]","[2,3,5,1,2,9]",7,6,True
1177,11,28,"[83,713,829,229,233,469,323,1073,1099,2237,493]","[1,2,4,3,2,3,1,2,1,4,5]",83,11,True
1177,11,28,"[101,185,433,619,1517,179,857,937,997,521,685]","[3,2,2,1,5,1,2,2,3,2,5]",101,11,True
1177,11,28,"[115,761,865,943,2003,3593,2989,317,133,197,221]","[1,2,2,1,1,2,5,4,3,3,4]",115,11,True
1177,11,28,"[169,421,305,523,1373,331,1085,277,251,965,509]","[2,3,2,1,4,1,4,3,1,3,4]",169,11,True
1201,7,13,"[559,1439,2759,4739,7709,3041,2581]","[1,1,1,1,3,2,4]",559,7,True
1201,7,13,"[623,1535,2903,4955,8033,6325,1261]","[1,1,1,1,2,4,3]",623,7,True
1201,7,13,"[631,1547,2921,2491,4337,3553,2965]","[1,1,2,1,2,2,4]",631,7,True
1201,7,13,"[695,1643,3065,2599,4499,7349,1453]","[1,1,2,1,1,4,3]",695,7,True
1201,7,13,"[767,1751,3227,5441,4381,1793,1645]","[1,1,1,2,3,2,3]",767,7,True
1201,7,13,"[775,1763,3245,1367,2651,4577,3733]","[1,1,3,1,1,2,4]",775,7,True
1201,7,13,"[791,1787,3281,2761,2371,4157,1709]","[1,1,2,2,1,3,3]",791,7,True
